,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,target
695,0,1,1,0,0,2,1,1,1,1,0,1,1,2,3,0,0,2,0
696,1,0,1,1,2,3,0,0,2,3,2,0,2,2,2,1,0,2,1
697,1,0,1,1,2,3,0,0,2,3,1,1,1,2,3,0,3,2,0
698,3,2,0,2,2,2,1,0,2,3,1,1,1,2,3,0,3,2,0
699,3,1,1,1,2,3,0,3,2,1,1,1,0,2,3,1,4,2,1
700,3,1,1,1,2,3,0,3,2,2,4,1,3,2,3,1,3,2,0
701,1,1,1,0,2,3,1,4,2,2,4,1,3,2,3,1,3,2,0
702,2,4,1,3,2,3,1,3,2,2,0,1,0,0,3,0,2,2,0
703,2,0,1,0,0,3,0,2,2,1,3,1,1,2,2,2,1,1,0
704,1,3,1,1,2,2,2,1,1,2,4,2,3,2,3,3,2,2,1
705,1,3,1,1,2,2,2,1,1,1,1,1,0,0,2,2,1,1,0
706,2,4,2,3,2,3,3,2,2,1,1,1,0,0,2,2,1,1,0
707,1,1,1,0,0,2,2,1,1,2,1,1,1,1,2,0,2,2,0
708,2,1,1,1,1,2,0,2,2,1,1,1,2,2,3,0,4,2,1
709,2,1,1,1,1,2,0,2,2,2,2,1,3,1,2,1,2,2,0
710,1,1,1,2,2,3,0,4,2,2,2,1,3,1,2,1,2,2,0
711,2,2,1,3,1,2,1,2,2,1,0,1,3,0,2,1,0,1,1
712,2,2,1,3,1,2,1,2,2,0,1,1,0,2,1,2,1,1,1
713,2,2,1,3,1,2,1,2,2,1,0,1,0,0,2,0,2,1,0
714,1,0,1,3,0,2,1,0,1,0,1,1,0,2,1,2,1,1,1
715,1,0,1,3,0,2,1,0,1,1,0,1,0,0,2,0,2,1,0
716,0,1,1,0,2,1,2,1,1,1,0,1,0,0,2,0,2,1,0
717,1,0,1,0,0,2,0,2,1,1,4,1,1,2,3,1,1,2,1
718,1,0,1,0,0,2,0,2,1,2,1,0,2,2,1,0,1,2,1
719,1,0,1,0,0,2,0,2,1,2,1,0,2,2,1,1,2,2,0
720,1,4,1,1,2,3,1,1,2,2,1,0,2,2,1,0,1,2,1
721,1,4,1,1,2,3,1,1,2,2,1,0,2,2,1,1,2,2,0
722,2,1,0,2,2,1,0,1,2,2,1,0,2,2,1,1,2,2,0
723,2,1,0,2,2,1,1,2,2,1,0,0,4,2,3,1,3,2,0
724,1,0,0,4,2,3,1,3,2,2,1,1,3,0,2,2,2,1,0
725,2,1,1,3,0,2,2,2,1,1,0,1,3,0,1,0,3,2,1
726,2,1,1,3,0,2,2,2,1,2,2,1,1,2,2,1,2,1,0
727,1,0,1,3,0,1,0,3,2,2,2,1,1,2,2,1,2,1,0
728,2,2,1,1,2,2,1,2,1,2,0,1,1,2,1,1,2,1,1
729,2,2,1,1,2,2,1,2,1,3,4,1,3,2,2,2,3,2,1
730,2,2,1,1,2,2,1,2,1,2,2,0,2,2,2,0,0,2,0
731,2,0,1,1,2,1,1,2,1,3,4,1,3,2,2,2,3,2,1
732,2,0,1,1,2,1,1,2,1,2,2,0,2,2,2,0,0,2,0
733,3,4,1,3,2,2,2,3,2,2,2,0,2,2,2,0,0,2,0
734,2,2,0,2,2,2,0,0,2,1,4,1,0,0,2,2,0,2,1
735,2,2,0,2,2,2,0,0,2,3,1,0,0,0,3,1,0,2,0
736,1,4,1,0,0,2,2,0,2,3,1,0,0,0,3,1,0,2,0
737,3,1,0,0,0,3,1,0,2,2,4,1,0,2,2,3,1,2,1
738,3,1,0,0,0,3,1,0,2,1,0,0,2,0,2,1,0,1,0
739,2,4,1,0,2,2,3,1,2,1,0,0,2,0,2,1,0,1,0
740,1,0,0,2,0,2,1,0,1,1,4,1,1,0,2,2,1,1,0
741,1,4,1,1,0,2,2,1,1,0,4,2,4,2,3,1,1,1,0
742,0,4,2,4,2,3,1,1,1,0,1,1,1,2,2,1,0,1,0
743,0,1,1,1,2,2,1,0,1,2,1,1,1,0,1,1,2,1,1
744,0,1,1,1,2,2,1,0,1,1,2,1,1,2,1,0,2,1,0
745,2,1,1,1,0,1,1,2,1,1,2,1,1,2,1,0,2,1,0
746,1,2,1,1,2,1,0,2,1,2,0,1,1,2,1,0,1,1,0
747,2,0,1,1,2,1,0,1,1,0,0,1,3,2,2,0,1,2,1
748,2,0,1,1,2,1,0,1,1,3,1,2,4,2,2,3,4,2,0
749,0,0,1,3,2,2,0,1,2,3,1,2,4,2,2,3,4,2,0
750,3,1,2,4,2,2,3,4,2,1,1,1,0,2,2,2,1,1,1
751,3,1,2,4,2,2,3,4,2,2,4,0,2,2,2,0,2,2,1
752,3,1,2,4,2,2,3,4,2,2,1,1,1,2,3,0,4,2,0
753,1,1,1,0,2,2,2,1,1,2,4,0,2,2,2,0,2,2,1
754,1,1,1,0,2,2,2,1,1,2,1,1,1,2,3,0,4,2,0
755,2,4,0,2,2,2,0,2,2,2,1,1,1,2,3,0,4,2,0
756,2,1,1,1,2,3,0,4,2,3,2,1,0,2,2,0,4,2,0
757,3,2,1,0,2,2,0,4,2,0,1,0,1,0,1,1,1,1,0
758,0,1,0,1,0,1,1,1,1,2,1,1,3,0,2,2,3,2,0
759,2,1,1,3,0,2,2,3,2,2,4,0,2,2,2,0,3,2,1
760,2,1,1,3,0,2,2,3,2,3,2,0,1,0,1,1,2,1,0
761,2,4,0,2,2,2,0,3,2,3,2,0,1,0,1,1,2,1,0
762,3,2,0,1,0,1,1,2,1,0,2,1,3,2,2,1,0,2,0
763,0,2,1,3,2,2,1,0,2,2,2,0,2,2,1,0,0,2,0
764,2,2,0,2,2,1,0,0,2,2,1,1,3,0,2,2,0,1,0
765,2,1,1,3,0,2,2,0,1,1,1,1,0,0,2,0,1,2,0
766,1,1,1,0,0,2,0,1,2,1,1,1,3,2,3,0,1,2,1
767,1,1,1,0,0,2,0,1,2,2,1,1,3,2,2,1,2,1,1
768,1,1,1,0,0,2,0,1,2,2,1,1,3,2,2,0,2,2,0
769,1,1,1,3,2,3,0,1,2,2,1,1,3,2,2,1,2,1,1
770,1,1,1,3,2,3,0,1,2,2,1,1,3,2,2,0,2,2,0
771,2,1,1,3,2,2,1,2,1,2,1,1,3,2,2,0,2,2,0
772,2,1,1,3,2,2,0,2,2,1,1,1,0,2,2,0,2,2,1
773,2,1,1,3,2,2,0,2,2,2,1,1,0,2,2,0,0,2,1
774,2,1,1,3,2,2,0,2,2,2,1,1,3,2,2,0,1,2,0
775,1,1,1,0,2,2,0,2,2,2,1,1,0,2,2,0,0,2,1
776,1,1,1,0,2,2,0,2,2,2,1,1,3,2,2,0,1,2,0
777,2,1,1,0,2,2,0,0,2,2,1,1,3,2,2,0,1,2,0
778,2,1,1,3,2,2,0,1,2,2,1,1,0,2,2,0,3,2,1
779,2,1,1,3,2,2,0,1,2,1,1,1,0,2,2,0,1,2,1
780,2,1,1,3,2,2,0,1,2,2,1,1,3,0,1,0,2,1,0
781,2,1,1,0,2,2,0,3,2,1,1,1,0,2,2,0,1,2,1
782,2,1,1,0,2,2,0,3,2,2,1,1,3,0,1,0,2,1,0
783,1,1,1,0,2,2,0,1,2,2,1,1,3,0,1,0,2,1,0
784,2,1,1,3,0,1,0,2,1,2,1,2,1,0,1,1,2,1,0
785,2,1,2,1,0,1,1,2,1,0,2,1,0,2,2,1,1,2,1
786,2,1,2,1,0,1,1,2,1,3,4,1,3,2,2,1,4,2,1
787,2,1,2,1,0,1,1,2,1,3,1,1,0,2,0,1,2,2,0
788,0,2,1,0,2,2,1,1,2,3,4,1,3,2,2,1,4,2,1
789,0,2,1,0,2,2,1,1,2,3,1,1,0,2,0,1,2,2,0
790,3,4,1,3,2,2,1,4,2,3,1,1,0,2,0,1,2,2,0
791,3,1,1,0,2,0,1,2,2,1,1,2,4,3,2,1,2,1,0
792,1,1,2,4,3,2,1,2,1,1,1,1,3,2,2,1,3,2,0
793,1,1,1,3,2,2,1,3,2,3,1,1,0,2,2,1,0,2,1
794,1,1,1,3,2,2,1,3,2,2,4,1,0,2,2,0,2,2,1
795,1,1,1,3,2,2,1,3,2,3,1,1,0,2,2,3,1,2,0
796,3,1,1,0,2,2,1,0,2,2,4,1,0,2,2,0,2,2,1
797,3,1,1,0,2,2,1,0,2,3,1,1,0,2,2,3,1,2,0
798,2,4,1,0,2,2,0,2,2,3,1,1,0,2,2,3,1,2,0
799,3,1,1,0,2,2,3,1,2,3,1,1,0,2,2,1,4,1,1
800,3,1,1,0,2,2,3,1,2,1,2,1,3,2,2,0,2,2,1
801,3,1,1,0,2,2,3,1,2,1,1,1,1,2,1,0,0,2,0
802,3,1,1,0,2,2,1,4,1,1,2,1,3,2,2,0,2,2,1
803,3,1,1,0,2,2,1,4,1,1,1,1,1,2,1,0,0,2,0
804,1,2,1,3,2,2,0,2,2,1,1,1,1,2,1,0,0,2,0
805,1,1,1,1,2,1,0,0,2,2,0,1,1,2,2,0,3,2,1
806,1,1,1,1,2,1,0,0,2,2,0,1,3,2,2,1,0,2,0
807,2,0,1,1,2,2,0,3,2,2,0,1,3,2,2,1,0,2,0
808,2,0,1,3,2,2,1,0,2,3,4,1,1,2,2,0,2,2,1
809,2,0,1,3,2,2,1,0,2,2,1,1,0,2,2,3,4,2,1
810,2,0,1,3,2,2,1,0,2,3,1,1,0,2,3,1,1,2,0
811,3,4,1,1,2,2,0,2,2,2,1,1,0,2,2,3,4,2,1
812,3,4,1,1,2,2,0,2,2,3,1,1,0,2,3,1,1,2,0
813,2,1,1,0,2,2,3,4,2,3,1,1,0,2,3,1,1,2,0
814,3,1,1,0,2,3,1,1,2,1,1,1,0,2,1,0,1,2,0
815,1,1,1,0,2,1,0,1,2,3,1,1,3,2,1,0,0,2,1
816,1,1,1,0,2,1,0,1,2,2,2,1,3,2,2,0,3,2,1
817,1,1,1,0,2,1,0,1,2,3,4,0,2,2,1,1,3,2,0
818,3,1,1,3,2,1,0,0,2,2,2,1,3,2,2,0,3,2,1
819,3,1,1,3,2,1,0,0,2,3,4,0,2,2,1,1,3,2,0
820,2,2,1,3,2,2,0,3,2,3,4,0,2,2,1,1,3,2,0
821,3,4,0,2,2,1,1,3,2,0,0,1,3,0,1,1,2,1,1
822,3,4,0,2,2,1,1,3,2,2,4,1,2,2,1,0,1,2,1
823,3,4,0,2,2,1,1,3,2,1,1,1,0,1,2,3,1,2,0
824,0,0,1,3,0,1,1,2,1,2,4,1,2,2,1,0,1,2,1
825,0,0,1,3,0,1,1,2,1,1,1,1,0,1,2,3,1,2,0
826,2,4,1,2,2,1,0,1,2,1,1,1,0,1,2,3,1,2,0
827,1,1,1,0,1,2,3,1,2,1,2,1,0,2,2,1,2,2,0
828,1,2,1,0,2,2,1,2,2,1,1,1,2,2,1,0,0,2,1
829,1,2,1,0,2,2,1,2,2,0,4,1,0,2,2,1,0,2,0
830,1,1,1,2,2,1,0,0,2,0,4,1,0,2,2,1,0,2,0
831,0,4,1,0,2,2,1,0,2,2,0,1,3,2,1,1,1,2,1
832,0,4,1,0,2,2,1,0,2,3,0,1,3,2,2,1,4,2,1
833,0,4,1,0,2,2,1,0,2,0,4,1,1,2,2,0,4,2,0
834,2,0,1,3,2,1,1,1,2,3,0,1,3,2,2,1,4,2,1
835,2,0,1,3,2,1,1,1,2,0,4,1,1,2,2,0,4,2,0
836,3,0,1,3,2,2,1,4,2,0,4,1,1,2,2,0,4,2,0
837,0,4,1,1,2,2,0,4,2,1,1,1,0,2,3,1,1,2,0
838,1,1,1,0,2,3,1,1,2,2,4,1,3,2,2,1,0,2,1
839,1,1,1,0,2,3,1,1,2,1,1,1,3,2,1,3,3,2,1
840,1,1,1,0,2,3,1,1,2,3,4,0,2,2,1,0,2,2,0
841,2,4,1,3,2,2,1,0,2,1,1,1,3,2,1,3,3,2,1
842,2,4,1,3,2,2,1,0,2,3,4,0,2,2,1,0,2,2,0
843,1,1,1,3,2,1,3,3,2,3,4,0,2,2,1,0,2,2,0
844,3,4,0,2,2,1,0,2,2,2,1,1,1,2,3,0,3,2,1
845,3,4,0,2,2,1,0,2,2,0,0,1,1,2,1,1,1,1,1
846,3,4,0,2,2,1,0,2,2,0,1,1,1,2,2,0,0,2,0
847,2,1,1,1,2,3,0,3,2,0,0,1,1,2,1,1,1,1,1
848,2,1,1,1,2,3,0,3,2,0,1,1,1,2,2,0,0,2,0
849,0,0,1,1,2,1,1,1,1,0,1,1,1,2,2,0,0,2,0
850,0,1,1,1,2,2,0,0,2,0,4,1,3,2,2,1,2,2,1
851,0,1,1,1,2,2,0,0,2,2,1,1,0,1,2,0,1,2,1
852,0,1,1,1,2,2,0,0,2,1,1,0,2,2,1,1,0,2,0
853,0,4,1,3,2,2,1,2,2,2,1,1,0,1,2,0,1,2,1
854,0,4,1,3,2,2,1,2,2,1,1,0,2,2,1,1,0,2,0
855,2,1,1,0,1,2,0,1,2,1,1,0,2,2,1,1,0,2,0
856,1,1,0,2,2,1,1,0,2,1,1,1,3,0,1,1,2,1,1
857,1,1,0,2,2,1,1,0,2,1,0,1,0,2,0,0,3,2,1
858,1,1,0,2,2,1,1,0,2,2,1,0,2,2,1,1,1,2,0
859,1,1,1,3,0,1,1,2,1,1,0,1,0,2,0,0,3,2,1
860,1,1,1,3,0,1,1,2,1,2,1,0,2,2,1,1,1,2,0
861,1,0,1,0,2,0,0,3,2,2,1,0,2,2,1,1,1,2,0
862,2,1,0,2,2,1,1,1,2,2,1,1,2,1,2,1,1,2,1
863,2,1,0,2,2,1,1,1,2,3,1,1,3,2,3,0,2,2,1
864,2,1,0,2,2,1,1,1,2,0,1,1,2,2,2,1,2,2,0
865,2,1,1,2,1,2,1,1,2,3,1,1,3,2,3,0,2,2,1
866,2,1,1,2,1,2,1,1,2,0,1,1,2,2,2,1,2,2,0
867,3,1,1,3,2,3,0,2,2,0,1,1,2,2,2,1,2,2,0
868,0,1,1,2,2,2,1,2,2,3,0,2,4,0,2,3,2,2,1
869,0,1,1,2,2,2,1,2,2,0,2,1,0,2,2,0,4,2,0
870,3,0,2,4,0,2,3,2,2,0,2,1,0,2,2,0,4,2,0
871,0,2,1,0,2,2,0,4,2,1,2,1,3,2,3,0,0,2,0
872,1,2,1,3,2,3,0,0,2,2,4,1,3,2,1,1,3,2,1
873,1,2,1,3,2,3,0,0,2,1,2,1,3,0,2,0,2,2,0
874,2,4,1,3,2,1,1,3,2,1,2,1,3,0,2,0,2,2,0
875,1,2,1,3,0,2,0,2,2,1,1,1,1,2,3,0,4,2,0
876,1,1,1,1,2,3,0,4,2,2,0,1,3,3,2,1,4,2,1
877,1,1,1,1,2,3,0,4,2,2,0,2,4,2,2,1,3,2,0
878,2,0,1,3,3,2,1,4,2,2,0,2,4,2,2,1,3,2,0
879,2,0,2,4,2,2,1,3,2,1,4,1,1,2,2,0,2,2,1
880,2,0,2,4,2,2,1,3,2,3,4,1,3,0,2,0,3,2,0
881,1,4,1,1,2,2,0,2,2,3,4,1,3,0,2,0,3,2,0
882,3,4,1,3,0,2,0,3,2,3,0,1,3,2,2,3,1,2,1
883,3,4,1,3,0,2,0,3,2,2,4,1,3,0,2,1,0,2,1
884,3,4,1,3,0,2,0,3,2,2,1,1,2,2,2,1,1,2,0
885,3,0,1,3,2,2,3,1,2,2,4,1,3,0,2,1,0,2,1
886,3,0,1,3,2,2,3,1,2,2,1,1,2,2,2,1,1,2,0
887,2,4,1,3,0,2,1,0,2,2,1,1,2,2,2,1,1,2,0
888,2,1,1,2,2,2,1,1,2,1,1,1,0,2,2,1,1,1,1
889,2,1,1,2,2,2,1,1,2,2,4,1,0,2,3,0,3,2,1
890,2,1,1,2,2,2,1,1,2,1,0,1,0,2,1,0,2,2,0
891,1,1,1,0,2,2,1,1,1,2,4,1,0,2,3,0,3,2,1
892,1,1,1,0,2,2,1,1,1,1,0,1,0,2,1,0,2,2,0
893,2,4,1,0,2,3,0,3,2,1,0,1,0,2,1,0,2,2,0
894,1,0,1,0,2,1,0,2,2,2,1,0,2,2,1,1,0,2,1
895,1,0,1,0,2,1,0,2,2,2,2,1,0,0,3,0,4,2,1
896,1,0,1,0,2,1,0,2,2,3,4,0,1,2,1,0,3,2,0
897,2,1,0,2,2,1,1,0,2,2,2,1,0,0,3,0,4,2,1
898,2,1,0,2,2,1,1,0,2,3,4,0,1,2,1,0,3,2,0
899,2,2,1,0,0,3,0,4,2,3,4,0,1,2,1,0,3,2,0
900,3,4,0,1,2,1,0,3,2,3,4,1,3,2,3,3,4,2,1
901,3,4,0,1,2,1,0,3,2,1,4,1,3,2,3,1,1,2,0
902,3,4,1,3,2,3,3,4,2,1,4,1,3,2,3,1,1,2,0
903,1,4,1,3,2,3,1,1,2,3,1,1,1,2,1,1,2,1,0
904,3,1,1,1,2,1,1,2,1,2,4,0,1,2,2,0,1,2,1
905,3,1,1,1,2,1,1,2,1,2,1,2,1,2,2,0,3,2,1
906,3,1,1,1,2,1,1,2,1,0,1,1,3,2,2,2,1,1,0
907,2,4,0,1,2,2,0,1,2,2,1,2,1,2,2,0,3,2,1
908,2,4,0,1,2,2,0,1,2,0,1,1,3,2,2,2,1,1,0
909,2,1,2,1,2,2,0,3,2,0,1,1,3,2,2,2,1,1,0
910,0,1,1,3,2,2,2,1,1,0,2,1,0,2,2,1,2,1,1
911,0,1,1,3,2,2,2,1,1,1,1,1,1,2,3,3,3,2,1
912,0,1,1,3,2,2,2,1,1,1,4,1,3,0,2,1,0,2,0
913,0,2,1,0,2,2,1,2,1,1,1,1,1,2,3,3,3,2,1
914,0,2,1,0,2,2,1,2,1,1,4,1,3,0,2,1,0,2,0
915,1,1,1,1,2,3,3,3,2,1,4,1,3,0,2,1,0,2,0
916,1,4,1,3,0,2,1,0,2,0,0,1,4,2,3,0,4,2,1
917,1,4,1,3,0,2,1,0,2,1,2,1,0,0,2,0,4,2,1
918,1,4,1,3,0,2,1,0,2,3,0,2,4,2,2,0,4,2,0
919,0,0,1,4,2,3,0,4,2,1,2,1,0,0,2,0,4,2,1
920,0,0,1,4,2,3,0,4,2,3,0,2,4,2,2,0,4,2,0
921,1,2,1,0,0,2,0,4,2,3,0,2,4,2,2,0,4,2,0
922,3,0,2,4,2,2,0,4,2,1,0,1,3,2,0,2,2,1,1
923,3,0,2,4,2,2,0,4,2,0,1,1,0,2,2,2,3,2,0
924,1,0,1,3,2,0,2,2,1,0,1,1,0,2,2,2,3,2,0
925,0,1,1,0,2,2,2,3,2,2,0,1,0,2,3,0,4,2,1
926,0,1,1,0,2,2,2,3,2,0,0,1,0,2,2,1,0,2,0
927,2,0,1,0,2,3,0,4,2,0,0,1,0,2,2,1,0,2,0
928,0,0,1,0,2,2,1,0,2,2,1,1,3,1,3,0,4,2,1
929,0,0,1,0,2,2,1,0,2,3,1,1,1,2,2,1,2,1,0
930,2,1,1,3,1,3,0,4,2,3,1,1,1,2,2,1,2,1,0
931,3,1,1,1,2,2,1,2,1,0,4,1,0,0,2,0,2,2,0
932,0,4,1,0,0,2,0,2,2,1,0,1,0,2,1,0,1,1,1
933,0,4,1,0,0,2,0,2,2,0,1,1,0,2,1,3,2,2,1
934,0,4,1,0,0,2,0,2,2,2,1,1,3,2,3,3,4,2,0
935,1,0,1,0,2,1,0,1,1,0,1,1,0,2,1,3,2,2,1
936,1,0,1,0,2,1,0,1,1,2,1,1,3,2,3,3,4,2,0
937,0,1,1,0,2,1,3,2,2,2,1,1,3,2,3,3,4,2,0
938,2,1,1,3,2,3,3,4,2,0,1,1,0,0,2,2,2,1,0
939,0,1,1,0,0,2,2,2,1,2,1,1,0,0,2,2,2,1,0
940,2,1,1,0,0,2,2,2,1,2,0,1,0,0,2,2,2,1,1
941,2,1,1,0,0,2,2,2,1,1,1,1,1,0,2,1,2,1,0
942,2,0,1,0,0,2,2,2,1,1,1,1,1,0,2,1,2,1,0
943,1,1,1,1,0,2,1,2,1,3,1,1,1,2,1,0,0,2,0
944,3,1,1,1,2,1,0,0,2,2,0,1,0,2,1,0,3,2,1
945,3,1,1,1,2,1,0,0,2,2,4,0,1,2,3,0,1,2,1
946,3,1,1,1,2,1,0,0,2,0,1,1,1,2,3,1,2,1,0
947,2,0,1,0,2,1,0,3,2,2,4,0,1,2,3,0,1,2,1
948,2,0,1,0,2,1,0,3,2,0,1,1,1,2,3,1,2,1,0
949,2,4,0,1,2,3,0,1,2,0,1,1,1,2,3,1,2,1,0
950,0,1,1,1,2,3,1,2,1,3,4,1,0,2,2,2,1,2,0
951,3,4,1,0,2,2,2,1,2,2,1,1,0,2,0,0,3,2,1
952,3,4,1,0,2,2,2,1,2,2,1,0,2,2,1,0,3,2,0
953,2,1,1,0,2,0,0,3,2,2,1,0,2,2,1,0,3,2,0
954,2,1,0,2,2,1,0,3,2,0,1,1,0,2,2,1,2,1,1
955,2,1,0,2,2,1,0,3,2,2,4,2,4,3,3,3,4,2,0
956,0,1,1,0,2,2,1,2,1,2,4,2,4,3,3,3,4,2,0
957,2,4,2,4,3,3,3,4,2,1,0,1,1,2,1,1,2,2,1
958,2,4,2,4,3,3,3,4,2,2,0,0,0,0,2,0,0,2,0
959,1,0,1,1,2,1,1,2,2,2,0,0,0,0,2,0,0,2,0
960,2,0,0,0,0,2,0,0,2,1,1,1,3,2,1,0,1,2,0
961,1,1,1,3,2,1,0,1,2,3,1,1,3,2,1,0,4,2,1
962,1,1,1,3,2,1,0,1,2,1,1,1,3,2,2,0,2,2,0
963,3,1,1,3,2,1,0,4,2,1,1,1,3,2,2,0,2,2,0
964,1,1,1,3,2,2,0,2,2,2,1,0,0,2,2,1,2,2,1
965,1,1,1,3,2,2,0,2,2,0,1,1,0,2,2,0,3,2,0
966,2,1,0,0,2,2,1,2,2,0,1,1,0,2,2,0,3,2,0
967,0,1,1,0,2,2,0,3,2,1,1,0,3,2,2,1,3,2,1
968,0,1,1,0,2,2,0,3,2,2,4,1,3,2,2,0,2,2,1
969,0,1,1,0,2,2,0,3,2,1,2,1,0,2,2,1,0,2,0
970,1,1,0,3,2,2,1,3,2,2,4,1,3,2,2,0,2,2,1
971,1,1,0,3,2,2,1,3,2,1,2,1,0,2,2,1,0,2,0
972,2,4,1,3,2,2,0,2,2,1,2,1,0,2,2,1,0,2,0
973,1,2,1,0,2,2,1,0,2,0,0,1,0,2,2,0,1,2,1
974,1,2,1,0,2,2,1,0,2,1,4,1,3,2,2,1,3,2,1
975,1,2,1,0,2,2,1,0,2,3,4,1,3,2,2,0,3,2,0
976,0,0,1,0,2,2,0,1,2,1,4,1,3,2,2,1,3,2,1
977,0,0,1,0,2,2,0,1,2,3,4,1,3,2,2,0,3,2,0
978,1,4,1,3,2,2,1,3,2,3,4,1,3,2,2,0,3,2,0
979,3,4,1,3,2,2,0,3,2,3,0,1,1,2,3,0,4,2,1
980,3,4,1,3,2,2,0,3,2,2,1,0,2,2,3,0,2,2,1
981,3,4,1,3,2,2,0,3,2,3,0,1,3,2,2,0,3,2,0
982,3,0,1,1,2,3,0,4,2,2,1,0,2,2,3,0,2,2,1
983,3,0,1,1,2,3,0,4,2,3,0,1,3,2,2,0,3,2,0
984,2,1,0,2,2,3,0,2,2,3,0,1,3,2,2,0,3,2,0
985,3,0,1,3,2,2,0,3,2,3,4,1,0,2,2,1,0,2,1
986,3,0,1,3,2,2,0,3,2,1,1,1,1,2,3,0,1,2,1
987,3,0,1,3,2,2,0,3,2,2,1,0,1,2,2,0,1,2,0
988,3,4,1,0,2,2,1,0,2,1,1,1,1,2,3,0,1,2,1
989,3,4,1,0,2,2,1,0,2,2,1,0,1,2,2,0,1,2,0
990,1,1,1,1,2,3,0,1,2,2,1,0,1,2,2,0,1,2,0
991,2,1,0,1,2,2,0,1,2,3,0,1,1,2,2,0,0,2,1
992,2,1,0,1,2,2,0,1,2,2,1,0,2,2,2,0,1,2,1
993,2,1,0,1,2,2,0,1,2,1,0,1,3,2,2,3,1,2,0
994,3,0,1,1,2,2,0,0,2,2,1,0,2,2,2,0,1,2,1
995,3,0,1,1,2,2,0,0,2,1,0,1,3,2,2,3,1,2,0
996,2,1,0,2,2,2,0,1,2,1,0,1,3,2,2,3,1,2,0
997,1,0,1,3,2,2,3,1,2,1,1,1,1,0,1,0,3,2,1
998,1,0,1,3,2,2,3,1,2,2,1,0,0,2,3,1,1,2,1
999,1,0,1,3,2,2,3,1,2,1,0,1,3,2,2,1,3,2,0
1000,1,1,1,1,0,1,0,3,2,2,1,0,0,2,3,1,1,2,1
1001,1,1,1,1,0,1,0,3,2,1,0,1,3,2,2,1,3,2,0
1002,2,1,0,0,2,3,1,1,2,1,0,1,3,2,2,1,3,2,0
1003,1,0,1,3,2,2,1,3,2,1,0,1,3,2,2,1,4,2,0
1004,1,0,1,3,2,2,1,4,2,2,1,1,3,2,2,1,4,2,0
1005,2,1,1,3,2,2,1,4,2,3,1,1,1,2,2,0,0,2,1
1006,2,1,1,3,2,2,1,4,2,1,1,1,1,2,2,1,2,2,1
1007,2,1,1,3,2,2,1,4,2,3,1,1,3,2,3,0,3,2,0
1008,3,1,1,1,2,2,0,0,2,1,1,1,1,2,2,1,2,2,1
1009,3,1,1,1,2,2,0,0,2,3,1,1,3,2,3,0,3,2,0
1010,1,1,1,1,2,2,1,2,2,3,1,1,3,2,3,0,3,2,0
1011,3,1,1,3,2,3,0,3,2,2,2,1,3,2,2,1,1,2,1
1012,3,1,1,3,2,3,0,3,2,1,2,1,0,2,2,1,1,1,1
1013,3,1,1,3,2,3,0,3,2,3,0,1,0,2,2,3,2,2,0
1014,2,2,1,3,2,2,1,1,2,1,2,1,0,2,2,1,1,1,1
1015,2,2,1,3,2,2,1,1,2,3,0,1,0,2,2,3,2,2,0
1016,1,2,1,0,2,2,1,1,1,3,0,1,0,2,2,3,2,2,0
1017,3,0,1,0,2,2,3,2,2,0,1,1,1,2,1,1,1,1,1
1018,3,0,1,0,2,2,3,2,2,2,0,0,2,2,2,0,0,2,1
1019,3,0,1,0,2,2,3,2,2,1,1,1,1,2,1,3,3,2,0
1020,0,1,1,1,2,1,1,1,1,2,0,0,2,2,2,0,0,2,1
1021,0,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,2,0
1022,2,0,0,2,2,2,0,0,2,1,1,1,1,2,1,3,3,2,0
1023,1,1,1,1,2,1,3,3,2,2,1,0,2,2,2,1,3,2,1
1024,1,1,1,1,2,1,3,3,2,1,1,1,0,2,2,1,1,2,1
1025,1,1,1,1,2,1,3,3,2,1,1,1,0,2,2,1,0,1,0
1026,2,1,0,2,2,2,1,3,2,1,1,1,0,2,2,1,1,2,1
1027,2,1,0,2,2,2,1,3,2,1,1,1,0,2,2,1,0,1,0
1028,1,1,1,0,2,2,1,1,2,1,1,1,0,2,2,1,0,1,0
1029,1,1,1,0,2,2,1,0,1,1,1,1,1,2,2,1,4,2,1
1030,1,1,1,0,2,2,1,0,1,2,1,1,0,1,2,0,2,2,1
1031,1,1,1,0,2,2,1,0,1,2,1,1,2,2,1,0,3,2,0
1032,1,1,1,1,2,2,1,4,2,2,1,1,0,1,2,0,2,2,1
1033,1,1,1,1,2,2,1,4,2,2,1,1,2,2,1,0,3,2,0
1034,2,1,1,0,1,2,0,2,2,2,1,1,2,2,1,0,3,2,0
1035,2,1,1,2,2,1,0,3,2,3,4,1,0,2,2,0,3,2,1
1036,2,1,1,2,2,1,0,3,2,0,1,1,3,2,2,0,4,2,1
1037,2,1,1,2,2,1,0,3,2,1,4,0,0,2,3,1,3,2,0
1038,3,4,1,0,2,2,0,3,2,0,1,1,3,2,2,0,4,2,1
1039,3,4,1,0,2,2,0,3,2,1,4,0,0,2,3,1,3,2,0
1040,0,1,1,3,2,2,0,4,2,1,4,0,0,2,3,1,3,2,0
1041,1,4,0,0,2,3,1,3,2,1,0,1,3,2,1,2,2,1,1
