,f0,f1,f2,f3,f4,f5,f6,f7,f8,target
1128,1,0,0,-3,0,0,1,1,1,0
1129,0,0,0,0,0,0,0,0,1,0
1130,-2,-3,0,3,0,-1,-1,0,-1,1
1131,1,0,-1,-1,0,0,0,-2,-1,0
1132,3,3,-1,-4,0,1,1,-2,0,0
1133,0,0,1,4,0,0,0,1,0,0
1134,-2,-1,0,-3,0,0,0,2,0,1
1135,-1,0,1,-1,2,1,0,0,1,1
1136,-1,0,1,-1,2,1,-1,0,1,0
1137,1,1,1,2,2,1,0,-2,1,1
1138,1,1,1,2,2,1,-1,-2,1,0
1139,0,0,0,0,0,0,-1,0,0,0
1140,0,-1,0,-1,0,-1,0,0,0,0
1141,0,1,-1,1,-2,1,1,-2,-1,0
1142,-1,1,0,1,0,-1,-3,0,0,0
1143,0,-4,-1,-3,0,0,1,3,0,1
1144,1,0,0,0,0,2,2,0,0,1
1145,1,-1,0,-3,0,1,3,1,0,0
1146,1,4,1,3,0,2,1,-3,0,1
1147,1,3,1,0,0,1,2,-2,0,0
1148,0,-1,0,-3,0,-1,1,1,0,0
1149,-2,0,0,3,0,0,0,3,0,1
1150,-1,-1,0,3,0,-1,0,0,0,1
1151,-1,1,0,2,0,-2,-2,0,0,0
1152,1,-1,0,0,0,-1,0,-3,0,1
1153,1,1,0,-1,0,-2,-2,-3,0,0
1154,0,2,0,-1,0,-1,-2,0,0,0
1155,1,-1,1,-1,0,2,1,0,0,1
1156,1,0,0,0,0,1,-1,3,1,1
1157,-1,-1,0,1,1,1,2,2,0,0
1158,0,1,-1,1,0,-1,-2,3,1,1
1159,-2,0,-1,2,1,-1,1,2,0,0
1160,-2,-1,0,1,1,0,3,-1,-1,0
1161,3,0,0,-1,-1,0,-1,-1,1,1
1162,2,-3,0,-3,-1,-1,-1,-1,0,1
1163,0,0,0,-2,-1,-1,0,1,0,0
1164,-1,-3,0,-2,0,-1,0,0,-1,1
1165,-3,0,0,-1,0,-1,1,2,-1,0
1166,-2,3,0,1,0,0,1,2,0,0
1167,2,-1,0,2,0,1,-3,-2,0,1
1168,2,0,0,-1,0,1,-2,-1,1,1
1169,2,0,0,-1,0,2,-1,-3,0,0
1170,0,1,0,-3,0,0,1,1,1,1
1171,0,1,0,-3,0,1,2,-1,0,0
1172,0,0,0,0,0,1,1,-2,-1,0
1173,0,0,0,0,0,-1,-2,3,0,1
1174,1,0,0,3,0,-1,-2,3,0,1
1175,-2,-1,0,0,0,-1,1,3,0,0
1176,1,0,0,3,0,0,0,0,0,1
1177,-2,-1,0,0,0,0,3,0,0,0
1178,-3,-1,0,-3,0,0,3,0,0,0
1179,1,0,0,0,0,0,0,-4,0,1
1180,2,1,0,1,0,0,-1,-3,0,1
1181,0,1,0,3,0,-1,0,-2,0,0
1182,1,1,0,1,0,0,-1,1,0,1
1183,-1,1,0,3,0,-1,0,2,0,0
1184,-2,0,0,2,0,-1,1,1,0,0
1185,0,-3,0,-3,0,0,-1,0,0,1
1186,1,0,0,0,0,0,0,1,0,0
1187,1,3,0,3,0,0,1,1,0,0
1188,0,-1,0,0,0,1,-3,-1,0,1
1189,0,0,0,-3,0,1,-2,0,1,1
1190,2,0,0,-2,0,1,0,1,0,0
1191,0,1,0,-3,0,0,1,1,1,1
1192,2,1,0,-2,0,0,3,2,0,0
1193,2,0,0,1,0,0,2,1,-1,0
1194,-3,0,0,-1,0,-1,0,-4,0,1
1195,0,0,0,2,0,-1,0,0,0,1
1196,-1,1,1,2,0,1,-1,-2,0,0
1197,3,0,0,3,0,0,0,4,0,1
1198,2,1,1,3,0,2,-1,2,0,0
1199,-1,1,1,0,0,2,-1,-2,0,0
1200,1,-2,-1,0,0,-1,1,0,0,0
1201,-2,-2,0,0,0,-1,0,0,0,1
1202,-2,1,0,-2,0,0,-1,-2,0,1
1203,-2,2,0,0,0,1,0,2,0,0
1204,0,3,0,-2,0,1,-1,-2,0,1
1205,0,4,0,0,0,2,0,2,0,0
1206,0,1,0,2,0,1,1,4,0,0
1207,0,-1,0,0,0,-2,-1,-4,0,1
1208,2,0,0,-1,0,0,0,-1,1,1
1209,1,-1,0,0,0,-2,0,-3,0,0
1210,2,1,0,-1,0,2,1,3,1,1
1211,1,0,0,0,0,0,1,1,0,0
1212,-1,-1,0,1,0,-2,0,-2,-1,0
1213,-2,-3,0,-3,0,1,0,1,0,1
1214,-2,0,0,-3,0,1,-1,-1,0,1
1215,0,-2,0,-1,0,1,-2,3,1,0
1216,0,3,0,0,0,0,-1,-2,0,1
1217,2,1,0,2,0,0,-2,2,1,0
1218,2,-2,0,2,0,0,-1,4,1,0
1219,-2,2,0,1,0,-1,1,-2,0,0
1220,2,-3,0,-3,2,2,-1,1,0,1
1221,1,-1,0,-1,0,1,0,-2,-1,0
1222,-1,2,0,2,-2,-1,1,-3,-1,0
1223,0,1,0,-2,0,0,-1,3,0,1
1224,0,0,0,1,0,0,0,2,0,1
1225,0,1,1,-1,0,1,1,2,0,0
1226,0,-1,0,3,0,0,1,-1,0,1
1227,0,0,1,1,0,1,2,-1,0,0
1228,0,1,1,-2,0,1,1,0,0,0
1229,0,-3,0,0,0,-1,0,-2,0,0
1230,0,3,-1,1,1,0,0,0,0,0
1231,-1,-3,1,0,-1,0,0,3,0,1
1232,-1,-3,0,0,-1,-1,-1,3,0,1
1233,-1,0,1,-1,-1,0,0,2,0,0
1234,0,0,-1,0,0,-1,-1,0,0,1
1235,0,3,0,-1,0,0,0,-1,0,0
1236,0,3,1,-1,0,1,1,-1,0,0
1237,1,1,-1,2,0,0,0,0,0,1
1238,3,0,-1,0,1,0,-1,1,1,1
1239,2,-3,-1,2,2,0,-3,-1,0,0
1240,2,-1,0,-2,1,0,-1,1,1,1
1241,1,-4,0,0,2,0,-3,-1,0,0
1242,-1,-3,0,2,1,0,-2,-2,-1,0
1243,0,4,0,-3,-2,0,3,-1,0,1
1244,-2,3,0,-3,-2,0,3,3,0,0
1245,-2,-1,0,0,0,0,0,4,0,0
1246,1,0,0,0,0,0,0,-4,0,1
1247,0,1,0,3,0,0,0,-2,0,1
1248,3,1,0,2,0,-1,-2,-3,0,0
1249,-1,1,0,3,0,0,0,2,0,1
1250,2,1,0,2,0,-1,-2,1,0,0
1251,3,0,0,-1,0,-1,-2,-1,0,0
1252,0,-1,0,0,2,1,2,1,1,1
1253,0,-1,1,0,2,1,2,2,1,1
1254,-2,-1,0,-1,2,1,2,0,0,0
1255,0,0,1,0,0,0,0,1,0,1
1256,-2,0,0,-1,0,0,0,-1,-1,0
1257,-2,0,-1,-1,0,0,0,-2,-1,0
1258,-1,0,0,-1,-2,0,-1,2,0,1
1259,0,-1,0,2,-2,0,-1,0,0,1
1260,-1,-3,0,-1,-2,1,0,0,0,0
1261,1,-1,0,3,0,0,0,-2,0,1
1262,0,-3,0,0,0,1,1,-2,0,0
1263,-1,-2,0,-3,0,1,1,0,0,0
1264,3,0,0,0,0,-1,-1,3,0,1
1265,1,2,0,2,0,-1,-1,1,0,1
1266,0,3,0,3,0,0,-1,2,0,0
1267,-2,2,0,2,0,0,0,-2,0,1
1268,-3,3,0,3,0,1,0,-1,0,0
1269,-1,1,0,1,0,1,0,1,0,0
1270,1,-1,0,-3,0,-1,0,-1,0,1
1271,3,0,0,0,0,-1,0,0,1,1
1272,1,1,0,-1,0,-1,-2,-1,0,0
1273,2,1,0,3,0,0,0,1,1,1
1274,0,2,0,2,0,0,-2,0,0,0
1275,-2,1,0,-1,0,0,-2,-1,-1,0
1276,1,-1,1,0,0,1,3,-1,0,1
1277,1,-1,0,-2,0,2,3,-1,0,1
1278,-1,-1,0,0,0,0,0,-2,0,0
1279,0,0,-1,-2,0,1,0,0,0,1
1280,-2,0,-1,0,0,-1,-3,-1,0,0
1281,-2,0,0,2,0,-2,-3,-1,0,0
1282,1,0,0,-2,2,1,1,4,1,1
1283,1,0,0,-2,2,0,3,3,0,0
1284,0,0,0,0,0,-1,2,-1,-1,0
1285,1,1,0,3,-2,0,0,-2,0,1
1286,-1,0,0,2,-2,0,-1,0,0,1
1287,0,0,0,3,-2,-1,-2,-2,0,0
1288,-2,-1,0,-1,0,0,-1,2,0,1
1289,-1,-1,0,0,0,-1,-2,0,0,0
1290,1,0,0,1,0,-1,-1,-2,0,0
1291,-1,-3,0,-3,0,1,0,2,0,0
1292,0,2,1,1,0,-1,2,-3,0,0
1293,2,1,-1,2,0,1,-2,2,1,1
1294,0,2,-1,2,0,2,0,1,0,1
1295,2,2,-1,1,0,1,0,1,0,0
1296,-2,1,0,0,0,1,2,-1,-1,1
1297,0,1,0,-1,0,0,2,-1,-1,0
1298,2,0,0,-1,0,-1,0,0,0,0
1299,0,-4,0,-2,0,0,0,0,0,1
1300,-2,-4,0,1,0,0,0,3,0,1
1301,-1,-2,0,-2,2,-1,0,1,0,0
1302,-2,0,0,3,0,0,0,3,0,1
1303,-1,2,0,0,2,-1,0,1,0,0
1304,1,2,0,-3,2,-1,0,-2,0,0
1305,2,1,0,3,-1,1,-1,2,0,1
1306,0,1,1,1,-2,0,0,-1,0,1
1307,-1,-2,0,0,-2,0,0,2,0,0
1308,-2,0,1,-2,-1,-1,1,-3,0,1
1309,-3,-3,0,-3,-1,-1,1,0,0,0
1310,-1,-3,-1,-1,0,0,0,3,0,0
1311,0,3,0,0,0,1,-1,-3,0,1
1312,2,3,0,0,0,2,0,-2,0,1
1313,2,0,1,2,0,1,0,-1,0,0
1314,2,0,0,0,0,1,1,1,0,1
1315,2,-3,1,2,0,0,1,2,0,0
1316,0,-3,1,2,0,-1,0,1,0,0
1317,-1,4,-1,1,0,0,-1,-2,0,0
1318,0,-1,0,0,2,0,1,3,0,1
1319,0,-2,0,0,0,0,1,2,0,1
1320,-1,-2,0,-3,2,0,0,1,1,0
1321,0,-1,0,0,-2,0,0,-1,0,1
1322,-1,-1,0,-3,0,0,-1,-2,1,0
1323,-1,0,0,-3,2,0,-1,-1,1,0
1324,2,1,0,2,0,0,-1,0,0,1
1325,2,1,0,3,-2,0,1,-1,-1,0
1326,0,0,0,1,-2,0,2,-1,-1,0
1327,-2,0,0,0,0,0,0,2,0,1
1328,-2,0,0,-3,0,0,0,1,0,1
1329,-2,-3,0,-3,0,-1,0,0,0,0
1330,0,0,0,-3,0,0,0,-1,0,1
1331,0,-3,0,-3,0,-1,0,-2,0,0
1332,0,-3,0,0,0,-1,0,-1,0,0
1333,0,0,0,3,0,1,-1,-1,0,1
1334,1,3,0,3,0,1,-1,2,0,1
1335,1,0,0,2,2,1,-3,1,1,0
1336,1,3,0,0,0,0,0,3,0,1
1337,1,0,0,-1,2,0,-2,2,1,0
1338,0,-3,0,-1,2,0,-2,-1,1,0
1339,0,0,0,1,-2,0,3,-2,-1,0
1340,0,3,0,-3,2,0,0,1,0,1
1341,1,0,0,0,0,0,-1,2,0,1
1342,0,3,0,-3,0,0,-1,3,1,0
1343,1,-3,0,3,-2,0,-1,1,0,1
1344,0,0,0,0,-2,0,-1,2,1,0
1345,-1,3,0,-3,0,0,0,1,1,0
1346,-1,0,1,2,0,1,0,-2,-1,1
1347,-1,-1,0,3,0,0,-2,-1,0,1
1348,0,0,0,3,0,0,-1,0,0,0
1349,0,-1,-1,1,0,-1,-2,1,1,1
1350,1,0,-1,1,0,-1,-1,2,1,0
1351,1,1,0,0,0,0,1,1,0,0
1352,0,0,0,-1,0,1,2,-2,-1,0
1353,1,-1,0,-2,2,-1,-1,0,0,1
1354,1,0,0,1,2,-1,-1,2,1,0
1355,0,1,0,3,0,0,0,2,1,0
1356,-1,-2,0,0,-2,0,1,0,-1,1
1357,0,-1,-1,-4,-2,0,1,-1,-1,0
1358,1,1,-1,-4,0,0,0,-1,0,0
1359,0,2,2,3,2,0,-2,0,0,1
1360,0,2,1,0,2,0,-3,0,0,1
1361,-2,1,2,1,0,1,0,-1,0,0
1362,0,0,-1,-3,0,0,-1,0,0,1
1363,-2,-1,0,-2,-2,1,2,-1,0,0
1364,-2,-1,1,1,-2,1,3,-1,0,0
1365,2,0,0,2,2,-2,0,1,1,1
1366,3,0,-1,3,2,-1,0,1,1,1
1367,0,-3,-1,0,2,-1,0,-1,0,0
1368,1,0,-1,1,0,1,0,0,0,1
1369,-2,-3,-1,-2,0,1,0,-2,-1,0
1370,-3,-3,0,-3,0,0,0,-2,-1,0
1371,2,3,0,0,-2,-1,-3,3,0,1
1372,3,2,0,3,0,0,-1,2,1,1
1373,1,4,0,2,-2,0,-1,3,0,0
1374,1,-1,0,3,2,1,2,-1,1,1
1375,-1,1,0,2,0,1,2,0,0,0
1376,-2,2,0,-1,-2,0,0,1,-1,0
1377,-1,-1,0,-2,0,-1,0,0,0,1
1378,2,-1,0,-2,0,-1,1,-1,0,1
1379,0,-1,0,0,0,-1,1,0,0,0
1380,3,0,0,0,0,0,1,-1,0,1
1381,1,0,0,2,0,0,1,0,0,0
1382,-2,0,0,2,0,0,0,1,0,0
1383,2,0,0,1,0,2,0,-1,0,1
1384,1,-3,0,-2,0,1,-1,-1,0,1
1385,2,-3,1,1,2,2,-1,0,1,0
1386,-1,-3,0,-3,0,-1,-1,0,0,1
1387,0,-3,1,0,2,0,-1,1,1,0
1388,1,0,1,3,2,1,0,1,1,0
1389,-1,4,-1,-1,-3,0,0,-1,0,1
1390,-1,3,-1,-3,-2,0,1,-3,-1,0
1391,0,-1,0,-2,1,0,1,-2,-1,0
1392,-1,1,0,3,0,-1,-1,2,0,1
1393,0,-3,0,0,0,-2,-1,0,0,1
1394,0,0,1,3,0,-2,-1,1,0,0
1395,1,-4,0,-3,0,-1,0,-2,0,1
1396,1,-1,1,0,0,-1,0,-1,0,0
1397,0,3,1,3,0,0,0,1,0,0
1398,-2,-3,-1,0,0,0,1,0,0,1
1399,0,0,-1,-3,0,1,0,1,1,1
1400,0,0,0,-1,2,2,0,3,1,0
1401,2,3,0,-3,0,1,-1,1,1,1
1402,2,3,1,-1,2,2,-1,3,1,0
1403,0,0,1,2,2,1,0,2,0,0
1404,0,1,-1,1,-2,-1,-2,-3,-1,0
1405,-2,-1,0,-3,0,0,1,1,1,1
1406,-2,-4,1,-3,2,0,2,0,0,0
1407,0,-3,1,0,2,0,1,-1,-1,0
1408,0,3,0,0,2,0,1,2,0,1
1409,2,3,0,-3,0,0,0,1,1,1
1410,2,0,0,-3,-2,0,-1,-1,1,1
1411,0,-1,0,1,0,1,1,-2,-1,1
1412,1,0,0,1,0,-1,0,0,-1,1
1413,1,1,0,0,0,-2,-1,2,0,1
1414,-1,1,0,2,2,0,1,-1,0,1
1415,1,2,0,-1,0,0,1,0,-1,1
1416,2,1,0,-3,-2,0,0,1,-1,1
1417,1,0,0,-1,1,1,3,0,0,1
1418,2,1,0,-3,0,0,3,0,0,1
1419,1,1,0,-2,-1,-1,0,0,0,1
1420,0,0,0,0,0,-2,2,-4,0,1
1421,-1,3,0,0,1,-1,-1,-3,0,1
1422,0,2,0,0,0,-1,0,-1,0,1
1423,1,-1,0,0,-1,0,1,2,0,1
1424,-1,1,0,-3,2,0,1,-1,0,1
1425,1,-2,0,0,0,0,0,0,0,1
1426,2,-3,0,3,-2,0,-1,1,0,1
1427,-2,0,-1,1,-2,-1,0,2,-1,1
1428,-1,1,0,1,2,0,2,-1,0,1
1429,0,0,0,0,0,0,1,0,1,1
1430,1,-1,0,-1,-2,0,-1,1,1,1
1431,1,0,0,-3,0,0,-1,-3,0,1
1432,2,1,0,0,2,0,0,-1,1,1
1433,1,1,0,3,2,0,1,2,1,1
1434,2,0,0,1,-2,1,1,-2,0,1
1435,-1,1,0,-1,0,1,0,3,1,1
1436,-2,0,0,1,0,0,0,3,0,1
1437,-2,0,0,3,0,-1,0,3,0,1
1438,0,0,0,2,0,-1,0,0,0,1
1439,0,0,0,2,0,0,1,0,0,1
1440,-2,0,0,0,0,0,1,-1,0,1
1441,-2,0,0,-2,0,0,0,-1,0,1
1442,1,-3,0,3,0,-1,-1,-1,1,1
1443,1,0,1,2,0,-1,-1,-2,0,1
1444,0,3,1,-1,0,0,0,-1,-1,1
1445,1,-1,0,-3,0,-1,-1,-1,-1,1
1446,-1,-3,0,-3,0,-1,-1,-1,-1,1
1447,-2,-2,0,0,0,0,0,0,0,1
1448,1,-1,0,0,0,-1,2,-2,-1,1
1449,0,1,0,2,0,1,1,-2,-1,1
1450,-1,2,0,2,0,2,-1,0,0,1
1451,-2,3,0,0,0,-1,-3,1,0,1
1452,1,4,0,3,0,0,0,4,0,1
1453,3,1,0,3,0,1,3,3,0,1
1454,-2,0,0,0,0,0,-1,2,0,1
1455,-1,0,0,3,0,0,0,2,1,1
1456,1,0,0,3,0,0,1,0,1,1
1457,0,3,0,0,0,0,0,1,0,1
1458,1,3,0,3,0,0,1,-3,0,1
1459,1,0,0,3,0,0,1,-4,0,1
1460,1,0,0,-1,0,0,1,2,0,1
1461,1,0,0,-3,0,0,0,-1,0,1
1462,0,0,0,-2,0,0,-1,-3,0,1
1463,-1,0,0,3,0,0,0,-1,1,1
1464,-1,-3,0,0,0,0,1,1,0,1
1465,0,-3,0,-3,0,0,1,2,-1,1
1466,0,-1,0,-2,-2,0,-1,-3,0,1
1467,-1,-2,0,1,0,-1,0,1,0,1
1468,-1,-4,0,-2,0,-1,0,-2,0,1
1469,0,-2,0,-3,0,0,0,-3,0,1
1470,-1,0,0,-3,0,1,1,0,-1,1
1471,1,-1,0,0,0,0,1,0,-1,1
1472,2,-1,0,3,0,-1,0,0,0,1
1473,3,3,0,-1,0,1,2,0,0,1
1474,2,2,1,-2,0,0,3,0,0,1
1475,-1,-1,1,-1,0,-1,1,0,0,1
1476,-2,0,0,0,0,0,-1,-3,0,1
1477,0,-1,0,-1,0,0,0,-4,0,1
1478,2,-1,0,-1,0,0,1,-1,0,1
1479,0,-1,0,0,2,1,-1,3,0,1
1480,-2,0,0,-3,0,0,1,-1,0,1
1481,-2,0,-1,-3,2,1,-2,-2,0,1
1482,0,0,-1,0,2,1,-3,-1,0,1
1483,0,-1,0,-3,2,-1,-1,0,0,1
1484,2,-1,0,2,2,-1,1,-1,1,1
1485,0,-1,0,1,0,-1,0,0,1,1
1486,-2,0,0,-1,-2,0,-1,1,0,1
1487,1,0,0,0,0,0,-1,3,0,1
1488,1,0,0,-2,0,1,0,3,0,1
1489,0,0,0,-2,0,1,1,0,0,1
1490,1,3,0,0,0,0,2,1,0,1
1491,-1,-3,0,3,0,1,0,2,0,1
1492,1,0,0,2,2,2,0,2,1,1
1493,2,3,0,-1,2,1,0,0,1,1
1494,0,0,0,0,2,0,-1,0,0,1
1495,3,3,0,-3,0,1,1,0,1,1
1496,0,0,0,-3,0,-1,1,-1,0,1
1497,-3,-3,0,0,0,-2,0,-1,-1,1
1498,-1,0,0,0,0,-1,-1,-3,0,1
1499,-1,0,0,0,2,2,0,2,1,1
1500,-1,-1,0,0,2,1,-1,-1,1,1
1501,-2,1,0,0,0,1,0,-1,0,1
1502,-1,2,0,0,-2,0,1,0,-1,1
1503,-1,0,0,0,0,0,-1,-2,0,1
1504,-1,-3,0,3,0,0,-1,-1,0,1
1505,0,-3,0,3,0,0,0,1,0,1
1506,1,-1,0,0,0,-1,0,0,0,1
1507,1,0,0,0,0,0,1,2,1,1
1508,2,0,0,-1,0,0,0,3,0,1
1509,1,0,0,-1,0,0,-1,1,-1,1
1510,-1,-1,0,3,0,-1,0,0,0,1
1511,0,0,0,0,0,-2,0,-2,0,1
1512,1,1,0,-3,0,-1,0,-2,0,1
1513,0,-3,0,0,-1,0,-3,0,0,1
1514,-1,-1,0,1,0,1,-1,-3,0,1
1515,-2,-4,0,-2,0,-1,-3,-2,0,1
1516,-1,-3,0,-3,0,-2,-2,1,0,1
1517,1,0,-1,1,0,0,-1,3,0,1
1518,1,0,-1,3,2,-1,-1,1,1,1
1519,0,0,0,2,2,-1,0,-2,1,1
1520,0,3,0,0,2,-1,-2,2,1,1
1521,-2,3,0,0,2,0,0,1,1,1
1522,-2,4,0,-3,0,0,-2,-1,0,1
1523,0,1,0,-3,-2,0,-2,-2,-1,1
1524,-2,0,0,0,2,0,1,1,0,1
1525,0,1,0,-1,2,0,2,1,0,1
1526,3,2,0,4,2,1,-1,1,1,1
1527,-2,2,0,-2,0,2,0,3,1,1
1528,1,2,0,0,2,1,0,1,1,1
1529,3,0,0,2,2,-1,0,-2,0,1
1530,-2,-1,0,-2,1,-1,3,-4,0,1
1531,1,-1,0,1,0,0,3,-2,1,1
1532,3,0,0,3,-1,1,0,2,1,1
1533,1,3,0,0,0,1,2,4,1,1
1534,1,0,0,-1,2,0,3,4,0,1
1535,0,-3,0,-1,2,-1,1,0,-1,1
1536,0,0,0,0,0,-1,-1,3,0,1
1537,-1,0,0,-1,0,-1,0,0,0,1
1538,-1,0,0,-1,0,0,1,-3,0,1
1539,-1,0,0,1,2,-1,-1,2,1,1
1540,0,-1,0,-1,0,0,-1,-3,0,1
1541,0,0,0,0,0,0,0,1,0,1
1542,1,-1,0,3,1,1,-1,2,0,1
1543,1,-1,0,3,1,1,-1,1,0,1
1544,0,-1,0,-1,0,1,1,0,0,1
1545,1,0,0,-2,0,0,0,-1,0,1
1546,-1,1,0,1,0,0,-1,-2,0,1
1547,-2,1,0,3,0,0,-1,-1,0,1
1548,0,1,0,3,0,1,0,0,0,1
1549,1,1,0,0,1,0,0,1,0,1
1550,-1,1,0,-3,2,0,-2,-2,0,1
1551,2,1,0,-2,0,0,0,1,0,1
1552,3,0,0,1,-2,0,2,3,0,1
1553,0,-1,0,-3,0,2,-1,0,0,1
1554,-1,-1,0,0,0,0,-1,1,0,1
1555,-1,0,0,3,0,-2,0,1,0,1
1556,2,3,-1,3,0,-1,0,-1,0,1
1557,2,1,-1,0,0,1,0,2,1,1
1558,0,-2,0,-3,0,2,0,3,1,1
1559,1,0,0,-2,0,1,0,2,0,1
1560,-1,0,0,1,0,2,1,0,0,1
1561,-2,0,0,3,0,1,1,-2,0,1
1562,-1,-1,0,0,2,1,1,1,0,1
1563,1,-1,0,3,0,2,0,2,-1,1
1564,2,0,0,3,-2,1,-1,1,-1,1
1565,0,-1,0,0,0,0,0,3,1,1
1566,1,0,0,-2,0,0,-1,4,0,1
1567,2,0,0,-1,0,0,0,2,1,1
1568,1,0,0,1,0,0,1,-2,1,1
1569,-2,0,0,0,2,0,1,1,0,1
1570,-2,0,0,-3,0,-1,1,1,0,1
1571,0,0,0,-3,-2,-1,0,0,0,1
1572,-2,0,-1,3,2,-2,1,-1,-1,1
1573,-2,1,-1,3,0,0,0,-1,-1,1
1574,0,1,0,0,-2,2,-1,0,0,1
1575,0,4,0,0,0,0,0,0,0,1
1576,0,4,0,-2,0,-2,0,2,0,1
1577,0,0,0,-2,0,-2,0,2,0,1
1578,-1,0,0,0,0,1,2,2,1,1
1579,-2,-3,0,-3,0,0,0,1,0,1
1580,-1,-3,0,-3,0,-1,-2,-1,-1,1
1581,1,-1,0,-2,0,1,0,0,1,1
1582,0,-1,0,0,0,1,0,-2,0,1
1583,-1,0,0,2,0,0,0,-2,-1,1
1584,0,0,0,1,0,-1,-1,0,1,1
1585,-1,1,0,-1,0,-1,-1,0,0,1
1586,-1,1,0,-2,0,0,0,0,-1,1
1587,0,3,0,0,2,0,0,-1,0,1
1588,0,3,0,3,0,0,-2,-1,0,1
1589,0,0,0,3,-2,0,-2,0,0,1
1590,1,-3,-1,-2,0,0,0,-2,0,1
